date,item,price
2001-01-14,"printer",190
2001-01-14,"desktop",1305
2001-01-14,"printer",257
2001-01-14,"monitor",113
2001-01-14,"printer",29
2001-01-14,"monitor",1653
2001-01-14,"printer",59
2001-01-14,"tv",4202
2001-01-14,"tablet",312
2001-01-14,"monitor",1862
2001-01-14,"cameras",3617
2001-01-14,"monitor",1986
2001-01-14,"tablet",350
2001-01-14,"cameras",1626
2001-01-14,"phone",910
2001-01-14,"printer",81
2001-01-14,"laptop",1794
2001-01-14,"laptop",2054
2001-01-14,"tv",6117
2001-01-14,"desktop",1133
2001-01-14,"monitor",1356
2001-01-14,"cameras",1180
2001-01-14,"laptop",1842
2001-01-14,"laptop",2460
2001-01-14,"tv",6979
2001-01-14,"cameras",665
2001-01-14,"smartwatch",80
2001-01-14,"desktop",742
2001-01-14,"tv",3280
2001-01-14,"desktop",3780
2001-01-14,"tv",5859
2001-01-14,"smartwatch",616
2001-01-14,"tv",1595
2001-01-14,"desktop",797
2001-01-14,"phone",361
2001-01-14,"printer",207
2001-01-14,"smartwatch",604
2001-01-14,"printer",253
2001-01-14,"desktop",5089
2001-01-14,"phone",889
2001-01-14,"cameras",1903
2001-01-14,"tablet",131
2001-01-14,"cameras",3288
2001-01-14,"monitor",879
2001-01-14,"printer",60
2001-01-14,"desktop",4297
2001-01-14,"phone",413
2001-01-14,"desktop",1372
2001-01-14,"smartwatch",556
2001-01-14,"smartwatch",414
2001-01-14,"printer",236
2001-01-14,"printer",12
2001-01-14,"cameras",2073
2001-01-14,"laptop",2142
2001-01-14,"laptop",770
2001-01-14,"smartwatch",213
2001-01-14,"phone",482
2001-01-14,"printer",116
2001-01-14,"tablet",680
2001-01-14,"cameras",517
2001-01-14,"phone",644
2001-01-14,"desktop",1271
2001-01-14,"desktop",2267
2001-01-14,"phone",775
2001-01-14,"tv",390
2001-01-14,"cameras",3733
2001-01-14,"phone",726
2001-01-14,"smartwatch",235
2001-01-14,"phone",213
2001-01-14,"smartwatch",356
2001-01-14,"smartwatch",672
2001-01-14,"cameras",1112
2001-01-14,"tablet",724
2001-01-14,"cameras",1781
2001-01-14,"printer",240
2001-01-14,"laptop",982
2001-01-14,"printer",218
2001-01-14,"tablet",1502
2001-01-14,"phone",563
2001-01-14,"tv",220
2001-01-14,"smartwatch",393
2001-01-14,"desktop",3906
2001-01-14,"monitor",1466
2001-01-14,"phone",932
2001-01-14,"cameras",2455
2001-01-14,"tablet",821
2001-01-14,"smartwatch",59
2001-01-14,"cameras",3137
2001-01-14,"smartwatch",666
2001-01-14,"phone",465
2001-01-14,"monitor",337
2001-01-14,"desktop",1381
2001-01-14,"cameras",2498
2001-01-14,"tablet",370
2001-01-14,"desktop",970
2001-01-14,"printer",37
2001-01-14,"tablet",694
2001-01-14,"cameras",2964
2001-01-14,"phone",371
2001-01-14,"laptop",1392
2001-01-14,"desktop",2156
2001-01-14,"monitor",1713
2001-01-14,"cameras",236
2001-01-14,"printer",114
2001-01-14,"monitor",276
2001-01-14,"tablet",1456
2001-01-14,"phone",640
2001-01-14,"cameras",187
2001-01-14,"desktop",1005
2001-01-14,"phone",537
2001-01-14,"desktop",2466
2001-01-14,"smartwatch",187
2001-01-14,"smartwatch",135
2001-01-14,"phone",188
2001-01-14,"monitor",2982
2001-01-14,"tablet",916
2001-01-14,"printer",148
2001-01-14,"tablet",146
2001-01-14,"tv",2081
2001-01-14,"tablet",1470
2001-01-14,"cameras",3637
2001-01-14,"laptop",2306
2001-01-14,"phone",216
2001-01-14,"cameras",1801
2001-01-14,"laptop",2399
2001-01-14,"tv",2840
2001-01-14,"printer",95
2001-01-14,"phone",162
2001-01-14,"printer",112
2001-01-14,"cameras",3216
2001-01-14,"monitor",2050
2001-01-14,"smartwatch",452
2001-01-14,"smartwatch",460
2001-01-14,"monitor",1250
2001-01-14,"tv",1693
2001-01-14,"laptop",2926
2001-01-14,"phone",660
2001-01-14,"phone",928
2001-01-14,"monitor",178
2001-01-14,"laptop",1361
2001-01-14,"tv",3039
2001-01-14,"desktop",3524
2001-01-14,"tv",6970
2001-01-14,"tv",3109
2001-01-14,"tablet",913
2001-01-14,"smartwatch",414
2001-01-14,"tv",6192
2001-01-14,"tablet",1186
2001-01-14,"laptop",1329
2001-01-15,"tv",2934
2001-01-15,"tablet",1292
2001-01-15,"desktop",2233
2001-01-15,"monitor",102
2001-01-15,"tablet",994
2001-01-15,"phone",738
2001-01-15,"smartwatch",434
2001-01-15,"smartwatch",284
2001-01-15,"cameras",1204
2001-01-15,"phone",363
2001-01-15,"tv",855
2001-01-15,"desktop",762
2001-01-15,"smartwatch",511
2001-01-15,"monitor",740
2001-01-15,"monitor",2046
2001-01-15,"smartwatch",593
2001-01-15,"phone",650
2001-01-15,"tv",3754
2001-01-15,"desktop",5573
2001-01-15,"printer",180
2001-01-15,"phone",951
2001-01-15,"tv",1820
2001-01-15,"desktop",3717
2001-01-15,"desktop",1175
2001-01-15,"desktop",2839
2001-01-15,"monitor",1817
2001-01-15,"smartwatch",36
2001-01-15,"tv",2541
2001-01-15,"laptop",1652
2001-01-15,"cameras",1528
2001-01-15,"laptop",2319
2001-01-15,"monitor",2706
2001-01-15,"laptop",2711
2001-01-15,"tv",236
2001-01-15,"printer",29
2001-01-15,"tv",7158
2001-01-15,"tv",3685
2001-01-15,"tablet",259
2001-01-15,"smartwatch",177
2001-01-15,"phone",735
2001-01-15,"cameras",3215
2001-01-15,"smartwatch",563
2001-01-15,"monitor",240
2001-01-15,"laptop",1182
2001-01-15,"tv",2754
2001-01-15,"cameras",924
2001-01-15,"smartwatch",302
2001-01-15,"laptop",628
2001-01-15,"smartwatch",54
2001-01-15,"smartwatch",404
2001-01-15,"smartwatch",93
2001-01-15,"tv",1707
2001-01-15,"phone",256
2001-01-15,"smartwatch",526
2001-01-15,"desktop",2361
2001-01-15,"monitor",507
2001-01-15,"desktop",5260
2001-01-15,"printer",294
2001-01-15,"tv",203
2001-01-15,"phone",728
2001-01-15,"printer",22
2001-01-15,"desktop",2619
2001-01-15,"tablet",1061
2001-01-15,"tablet",1393
2001-01-15,"phone",912
2001-01-15,"monitor",856
2001-01-15,"desktop",2787
2001-01-15,"laptop",2484
2001-01-15,"cameras",201
2001-01-15,"tv",561
2001-01-15,"printer",219
2001-01-15,"tv",6314
2001-01-15,"tv",7178
2001-01-15,"monitor",1953
2001-01-15,"printer",42
2001-01-15,"smartwatch",278
2001-01-15,"laptop",2844
2001-01-15,"desktop",4423
2001-01-15,"laptop",2071
2001-01-15,"laptop",727
2001-01-15,"monitor",1477
2001-01-15,"smartwatch",30
2001-01-15,"tv",5059
2001-01-15,"cameras",3256
2001-01-15,"monitor",1101
2001-01-15,"phone",451
2001-01-15,"printer",21
2001-01-15,"tablet",329
2001-01-15,"smartwatch",337
2001-01-15,"printer",50
2001-01-15,"cameras",1516
2001-01-15,"desktop",4969
2001-01-15,"monitor",112
2001-01-15,"tablet",997
2001-01-15,"phone",741
2001-01-15,"laptop",1914
2001-01-15,"phone",755
2001-01-15,"phone",297
2001-01-15,"phone",495
2001-01-15,"smartwatch",675
2001-01-15,"monitor",1244
2001-01-15,"desktop",5387
2001-01-15,"printer",269
2001-01-15,"cameras",3492
2001-01-15,"cameras",2954
2001-01-15,"tv",1529
2001-01-15,"smartwatch",575
2001-01-15,"cameras",3626
2001-01-15,"tablet",1153
2001-01-15,"laptop",2176
2001-01-15,"cameras",2316
2001-01-15,"tv",2517
2001-01-15,"phone",499
2001-01-15,"laptop",418
2001-01-15,"printer",184
2001-01-15,"tablet",633
2001-01-15,"monitor",1815
2001-01-15,"smartwatch",465
2001-01-15,"smartwatch",586
2001-01-15,"monitor",1988
2001-01-15,"tablet",337
2001-01-15,"monitor",2924
2001-01-15,"printer",119
2001-01-15,"desktop",4284
2001-01-15,"monitor",1713
2001-01-15,"cameras",981
2001-01-15,"tablet",712
2001-01-15,"monitor",1321
2001-01-15,"tablet",1279
2001-01-15,"laptop",148
2001-01-15,"tv",3147
2001-01-15,"cameras",1512
2001-01-15,"tablet",481
2001-01-15,"printer",18
2001-01-15,"desktop",3858
2001-01-15,"phone",435
2001-01-15,"tablet",1216
2001-01-15,"monitor",2923
2001-01-15,"cameras",2230
2001-01-15,"monitor",1948
2001-01-15,"monitor",544
2001-01-15,"phone",854
2001-01-15,"tv",5189
2001-01-15,"laptop",2614
2001-01-15,"printer",294
2001-01-15,"desktop",2531
2001-01-15,"printer",277
2001-01-15,"phone",832
2001-01-15,"printer",193
2001-01-15,"cameras",1924
2001-01-15,"cameras",1795
2001-01-15,"desktop",2069
2001-01-15,"smartwatch",263
2001-01-15,"tablet",1316
2001-01-15,"tablet",1120
2001-01-15,"cameras",3073
2001-01-15,"printer",37
2001-01-15,"monitor",2910
2001-01-15,"desktop",3356
2001-01-15,"tablet",401
2001-01-15,"phone",925
2001-01-15,"laptop",784
2001-01-15,"smartwatch",332
2001-01-15,"cameras",2756
2001-01-15,"tv",4300
2001-01-15,"phone",139
2001-01-15,"desktop",5562
2001-01-15,"phone",400
2001-01-15,"cameras",3472
2001-01-15,"tablet",1406
2001-01-15,"tv",6060
2001-01-15,"tv",2099
2001-01-15,"tv",2622
2001-01-15,"laptop",1239
2001-01-15,"printer",58
2001-01-15,"printer",118
2001-01-15,"laptop",481
2001-01-15,"phone",407
2001-01-15,"tablet",229
2001-01-15,"tablet",632
2001-01-15,"phone",525
2001-01-15,"tv",5202
2001-01-15,"tv",5257
2001-01-15,"tablet",1160
2001-01-15,"smartwatch",198
2001-01-15,"printer",57
2001-01-15,"phone",235
2001-01-15,"smartwatch",695
2001-01-15,"printer",123
2001-01-15,"tv",5304
2001-01-15,"tv",5624
2001-01-15,"phone",674
2001-01-15,"smartwatch",291
2001-01-15,"tablet",959
2001-01-15,"monitor",701
2001-01-15,"cameras",1650
2001-01-15,"smartwatch",279
2001-01-15,"phone",151
2001-01-15,"printer",183
2001-01-15,"printer",182
2001-01-15,"monitor",2203
2001-01-15,"cameras",3586
2001-01-15,"laptop",1555
2001-01-15,"desktop",2483
2001-01-15,"cameras",63
2001-01-16,"tablet",831
2001-01-16,"printer",72
2001-01-16,"tv",528
2001-01-16,"phone",770
2001-01-16,"tablet",1029
2001-01-16,"monitor",859
2001-01-16,"tablet",497
2001-01-16,"tv",6116
2001-01-16,"smartwatch",464
2001-01-16,"laptop",694
2001-01-16,"monitor",1956
2001-01-16,"printer",293
2001-01-16,"phone",638
2001-01-16,"cameras",2176
2001-01-16,"printer",295
2001-01-16,"smartwatch",73
2001-01-16,"laptop",3058
2001-01-16,"phone",379
2001-01-16,"tv",1624
2001-01-16,"cameras",1696
2001-01-16,"phone",958
2001-01-16,"desktop",1510
2001-01-16,"tv",5492
2001-01-16,"phone",468
2001-01-16,"smartwatch",412
2001-01-16,"tablet",280
2001-01-16,"smartwatch",270
2001-01-16,"laptop",243
2001-01-16,"desktop",5025
2001-01-16,"smartwatch",254
2001-01-16,"tv",4180
2001-01-16,"smartwatch",59
2001-01-16,"cameras",130
2001-01-16,"desktop",4360
2001-01-16,"laptop",1506
2001-01-16,"tv",3732
2001-01-16,"phone",831
2001-01-16,"monitor",388
2001-01-16,"laptop",2302
2001-01-16,"smartwatch",52
2001-01-16,"phone",757
2001-01-16,"laptop",3044
2001-01-16,"phone",237
2001-01-16,"smartwatch",591
2001-01-16,"phone",534
2001-01-16,"laptop",879
2001-01-16,"cameras",3062
2001-01-16,"tv",4980
2001-01-16,"printer",119
2001-01-16,"smartwatch",263
2001-01-16,"cameras",580
2001-01-16,"monitor",1635
2001-01-16,"tablet",1279
2001-01-16,"cameras",670
2001-01-16,"laptop",2015
2001-01-16,"smartwatch",670
2001-01-16,"printer",36
2001-01-16,"monitor",71
2001-01-16,"laptop",1662
2001-01-16,"monitor",139
2001-01-16,"laptop",3014
2001-01-16,"printer",53
2001-01-16,"desktop",1067
2001-01-16,"tablet",493
2001-01-16,"tablet",1302
2001-01-16,"desktop",1713
2001-01-16,"printer",38
2001-01-16,"smartwatch",44
2001-01-16,"monitor",818
2001-01-16,"desktop",3120
2001-01-16,"desktop",5142
2001-01-16,"desktop",4000
2001-01-16,"phone",947
2001-01-16,"tablet",782
2001-01-16,"smartwatch",516
2001-01-16,"laptop",1529
2001-01-16,"phone",551
2001-01-16,"laptop",1420
2001-01-16,"cameras",1568
2001-01-16,"tv",443
2001-01-16,"monitor",2599
2001-01-16,"laptop",2117
2001-01-16,"tv",5305
2001-01-16,"laptop",846
2001-01-16,"cameras",2728
2001-01-16,"tv",200
2001-01-16,"laptop",2718
2001-01-16,"desktop",1978
2001-01-16,"printer",203
2001-01-16,"desktop",1823
2001-01-16,"monitor",1083
2001-01-16,"cameras",2905
2001-01-16,"cameras",1467
2001-01-16,"monitor",867
2001-01-16,"monitor",433
2001-01-16,"phone",486
2001-01-16,"smartwatch",203
2001-01-16,"laptop",1285
2001-01-16,"monitor",389
2001-01-16,"phone",120
2001-01-16,"phone",350
2001-01-16,"desktop",5468
2001-01-16,"smartwatch",482
2001-01-16,"desktop",3707
2001-01-16,"cameras",605
2001-01-16,"laptop",2503
2001-01-16,"smartwatch",572
2001-01-16,"monitor",2168
2001-01-16,"laptop",601
2001-01-16,"printer",128
2001-01-16,"tablet",1301
2001-01-16,"phone",124
2001-01-16,"desktop",2987
2001-01-17,"monitor",1302
2001-01-17,"desktop",2159
2001-01-17,"monitor",2113
2001-01-17,"cameras",1715
2001-01-17,"tv",4758
2001-01-17,"laptop",2647
2001-01-17,"tv",6551
2001-01-17,"laptop",2414
2001-01-17,"monitor",2211
2001-01-17,"desktop",1393
2001-01-17,"tv",1993
2001-01-17,"monitor",70
2001-01-17,"laptop",1832
2001-01-17,"tablet",1240
2001-01-17,"smartwatch",594
2001-01-17,"cameras",1459
2001-01-17,"cameras",3373
2001-01-17,"laptop",1439
2001-01-17,"tablet",835
2001-01-17,"smartwatch",137
2001-01-17,"smartwatch",263
2001-01-17,"monitor",1346
2001-01-17,"tv",6006
2001-01-17,"cameras",1696
2001-01-17,"laptop",2746
2001-01-17,"printer",71
2001-01-17,"laptop",874
2001-01-17,"monitor",2516
2001-01-17,"printer",30
2001-01-17,"laptop",610
2001-01-17,"phone",638
2001-01-17,"smartwatch",319
2001-01-17,"printer",223
2001-01-17,"phone",835
2001-01-17,"smartwatch",373
2001-01-17,"cameras",3238
2001-01-17,"tv",709
2001-01-17,"tv",4193
2001-01-17,"laptop",2997
2001-01-17,"laptop",441
2001-01-17,"printer",138
2001-01-17,"cameras",840
2001-01-17,"monitor",2806
2001-01-17,"printer",82
2001-01-17,"tablet",182
2001-01-17,"tablet",1229
2001-01-17,"tv",6983
2001-01-17,"phone",754
2001-01-17,"tablet",380
2001-01-17,"monitor",987
2001-01-17,"printer",88
2001-01-17,"printer",109
2001-01-17,"monitor",1508
2001-01-17,"laptop",2369
2001-01-17,"desktop",1090
2001-01-17,"smartwatch",110
2001-01-17,"desktop",3857
2001-01-17,"monitor",443
2001-01-17,"tablet",852
2001-01-17,"tv",5373
2001-01-17,"desktop",4460
2001-01-17,"desktop",4926
2001-01-17,"tablet",910
2001-01-17,"tv",2606
2001-01-18,"desktop",1155
2001-01-18,"smartwatch",652
2001-01-18,"smartwatch",395
2001-01-18,"desktop",4777
2001-01-18,"tablet",775
2001-01-18,"smartwatch",351
2001-01-18,"smartwatch",80
2001-01-18,"laptop",1371
2001-01-18,"printer",38
2001-01-18,"smartwatch",391
2001-01-18,"cameras",1837
2001-01-18,"phone",453
2001-01-18,"tablet",637
2001-01-18,"desktop",912
2001-01-18,"laptop",702
2001-01-18,"monitor",2590
2001-01-18,"cameras",267
2001-01-18,"laptop",1207
2001-01-18,"monitor",257
2001-01-18,"phone",348
2001-01-18,"monitor",858
2001-01-18,"monitor",1439
2001-01-18,"laptop",123
2001-01-18,"tablet",1412
2001-01-18,"phone",920
2001-01-18,"monitor",2946
2001-01-18,"laptop",3053
2001-01-18,"printer",35
2001-01-18,"phone",319
2001-01-18,"tv",1614
2001-01-18,"phone",875
2001-01-18,"printer",218
2001-01-18,"desktop",5480
2001-01-18,"printer",147
2001-01-18,"cameras",1779
2001-01-18,"monitor",504
2001-01-18,"printer",37
2001-01-18,"smartwatch",111
2001-01-18,"desktop",3487
2001-01-18,"tv",431
2001-01-18,"monitor",2763
2001-01-18,"printer",152
2001-01-18,"printer",153
2001-01-18,"laptop",3074
2001-01-18,"tv",260
2001-01-18,"cameras",3359
2001-01-18,"smartwatch",678
2001-01-18,"laptop",787
2001-01-18,"smartwatch",563
2001-01-19,"monitor",1958
2001-01-19,"tv",6309
2001-01-19,"cameras",2649
2001-01-19,"cameras",2127
2001-01-19,"desktop",1837
2001-01-19,"monitor",2521
2001-01-19,"tablet",1390
2001-01-19,"desktop",2242
2001-01-19,"laptop",904
2001-01-19,"smartwatch",398
2001-01-19,"laptop",2059
2001-01-19,"desktop",2329
2001-01-19,"tv",1233
2001-01-19,"desktop",1122
2001-01-19,"tablet",330
2001-01-19,"tv",6153
2001-01-19,"tv",737
2001-01-19,"desktop",3784
2001-01-19,"smartwatch",168
2001-01-19,"printer",305
2001-01-19,"phone",905
2001-01-19,"desktop",2406
2001-01-19,"desktop",4363
2001-01-19,"desktop",5349
2001-01-19,"smartwatch",549
2001-01-19,"smartwatch",143
2001-01-19,"tv",960
2001-01-19,"monitor",1672
2001-01-19,"phone",531
2001-01-19,"tv",4926
2001-01-19,"desktop",3910
2001-01-19,"printer",93
2001-01-19,"laptop",2615
2001-01-19,"smartwatch",140
2001-01-19,"printer",274
2001-01-19,"monitor",234
2001-01-19,"cameras",1705
2001-01-19,"desktop",5238
2001-01-19,"printer",11
2001-01-19,"desktop",3760
2001-01-19,"monitor",2676
2001-01-19,"phone",479
2001-01-19,"monitor",221
2001-01-19,"smartwatch",71
2001-01-19,"printer",107
2001-01-19,"printer",68
2001-01-19,"cameras",2578
2001-01-19,"phone",828
2001-01-19,"smartwatch",41
2001-01-19,"monitor",2050
2001-01-19,"laptop",1867
2001-01-19,"tv",3462
2001-01-19,"smartwatch",312
2001-01-19,"laptop",1146
2001-01-19,"printer",242
2001-01-19,"phone",242
2001-01-19,"phone",339
2001-01-19,"desktop",977
2001-01-19,"desktop",3694
2001-01-19,"tv",7182
2001-01-19,"printer",212
2001-01-19,"phone",493
2001-01-19,"laptop",752
2001-01-19,"smartwatch",175
2001-01-19,"phone",477
2001-01-19,"printer",65
2001-01-19,"smartwatch",287
2001-01-19,"monitor",1300
2001-01-19,"monitor",95
2001-01-19,"phone",952
2001-01-19,"phone",936
2001-01-19,"printer",198
2001-01-19,"phone",294
2001-01-19,"cameras",999
2001-01-19,"tv",4052
2001-01-19,"monitor",2478
2001-01-19,"monitor",1570
2001-01-19,"monitor",1515
2001-01-19,"monitor",2389
2001-01-19,"printer",252
2001-01-19,"phone",131
2001-01-19,"laptop",2710
2001-01-19,"phone",721
2001-01-19,"desktop",1807
2001-01-19,"printer",217
2001-01-19,"cameras",510
2001-01-19,"printer",307
2001-01-19,"desktop",4817
2001-01-19,"smartwatch",362
2001-01-19,"smartwatch",543
2001-01-19,"desktop",2647
2001-01-19,"tv",6856
2001-01-19,"monitor",1101
2001-01-19,"desktop",4727
2001-01-19,"laptop",2605
2001-01-19,"smartwatch",254
2001-01-19,"tablet",968
2001-01-19,"tv",2544
2001-01-19,"laptop",263
2001-01-19,"cameras",3340
2001-01-19,"printer",187
2001-01-19,"cameras",2311
2001-01-19,"laptop",416
2001-01-19,"tablet",265
2001-01-19,"laptop",1499
2001-01-20,"desktop",1919
2001-01-20,"tv",343
2001-01-20,"printer",129
2001-01-20,"tablet",839
2001-01-20,"smartwatch",448
2001-01-20,"monitor",2717
2001-01-20,"tablet",254
2001-01-20,"phone",774
2001-01-20,"smartwatch",477
2001-01-20,"cameras",3048
2001-01-20,"smartwatch",243
2001-01-20,"desktop",2816
2001-01-20,"printer",32
2001-01-20,"cameras",2546
2001-01-20,"laptop",580
2001-01-20,"desktop",4341
2001-01-20,"monitor",523
2001-01-20,"smartwatch",396
2001-01-20,"printer",263
2001-01-20,"smartwatch",626
2001-01-20,"monitor",2314
2001-01-20,"phone",563
2001-01-20,"tv",5465
2001-01-20,"monitor",812
2001-01-20,"printer",244
2001-01-20,"printer",205
2001-01-20,"phone",474
2001-01-20,"tv",1576
2001-01-20,"smartwatch",485
2001-01-20,"smartwatch",141
2001-01-20,"tv",6693
2001-01-20,"printer",117
2001-01-20,"phone",606
2001-01-20,"cameras",514
2001-01-20,"tv",3360
2001-01-20,"tablet",674
2001-01-20,"smartwatch",65
2001-01-20,"cameras",2742
2001-01-20,"desktop",5464
2001-01-20,"laptop",1215
2001-01-20,"tablet",350
2001-01-20,"cameras",992
2001-01-20,"laptop",2911
2001-01-20,"desktop",1519
2001-01-20,"laptop",1056
2001-01-20,"phone",459
2001-01-20,"smartwatch",471
2001-01-20,"tv",563
2001-01-20,"cameras",3484
2001-01-20,"laptop",956
2001-01-20,"desktop",1239
2001-01-20,"tv",6152
2001-01-20,"printer",14
2001-01-20,"tablet",1259
2001-01-20,"tv",4139
2001-01-20,"monitor",1368
2001-01-20,"laptop",2168
2001-01-20,"printer",255
2001-01-20,"tv",6284
2001-01-20,"laptop",456
2001-01-20,"smartwatch",125
2001-01-20,"printer",144
2001-01-20,"desktop",4178
2001-01-20,"printer",162
2001-01-20,"smartwatch",624
2001-01-20,"tablet",311
2001-01-20,"printer",204
2001-01-20,"printer",13
2001-01-20,"smartwatch",173
2001-01-20,"desktop",1256
2001-01-20,"phone",647
2001-01-20,"monitor",984
2001-01-20,"laptop",2091
2001-01-20,"laptop",2001
2001-01-20,"monitor",2337
2001-01-20,"smartwatch",292
2001-01-20,"monitor",367
2001-01-20,"cameras",3191
2001-01-20,"laptop",1633
2001-01-20,"tablet",1278
2001-01-20,"tv",4050
2001-01-20,"tablet",1059
2001-01-20,"monitor",1229
2001-01-20,"phone",821
2001-01-20,"laptop",900
2001-01-20,"tv",6981
2001-01-20,"monitor",1978
2001-01-20,"monitor",2630
2001-01-20,"laptop",567
2001-01-20,"phone",412
2001-01-20,"laptop",2265
2001-01-20,"tv",3862
2001-01-20,"monitor",2764
2001-01-20,"printer",214
2001-01-20,"desktop",2149
2001-01-20,"smartwatch",424
2001-01-20,"laptop",2880
2001-01-20,"cameras",2408
2001-01-20,"tv",3595
2001-01-20,"tablet",209
2001-01-20,"desktop",804
2001-01-20,"phone",331
2001-01-20,"tv",6952
2001-01-20,"printer",299
2001-01-20,"printer",97
2001-01-20,"tv",393
2001-01-20,"phone",815
2001-01-20,"cameras",1690
2001-01-21,"phone",813
2001-01-21,"smartwatch",294
2001-01-21,"laptop",1147
2001-01-21,"phone",642
2001-01-21,"printer",77
2001-01-21,"monitor",2660
2001-01-21,"phone",918
2001-01-21,"cameras",3164
2001-01-21,"tv",6937
2001-01-21,"laptop",2064
2001-01-21,"desktop",1649
2001-01-21,"printer",268
2001-01-21,"desktop",1954
2001-01-21,"tv",1901
2001-01-21,"tablet",729
2001-01-21,"smartwatch",106
2001-01-21,"cameras",3126
2001-01-21,"monitor",713
2001-01-21,"phone",354
2001-01-21,"monitor",1175
2001-01-21,"phone",754
2001-01-21,"smartwatch",172
2001-01-21,"monitor",779
2001-01-21,"tablet",1382
2001-01-21,"phone",160
2001-01-21,"laptop",2338
2001-01-21,"printer",174
2001-01-21,"smartwatch",148
2001-01-21,"smartwatch",532
2001-01-21,"cameras",248
2001-01-21,"laptop",1199
2001-01-21,"laptop",1970
2001-01-21,"tv",2805
2001-01-21,"laptop",1756
2001-01-21,"printer",220
2001-01-21,"cameras",2814
2001-01-21,"phone",951
2001-01-21,"printer",90
2001-01-21,"tablet",1303
2001-01-21,"tv",4984
2001-01-21,"smartwatch",109
2001-01-21,"printer",292
2001-01-21,"cameras",3253
2001-01-21,"desktop",3342
2001-01-21,"tv",3326
2001-01-21,"monitor",2816
2001-01-21,"printer",35
2001-01-21,"printer",242
2001-01-21,"printer",258
2001-01-21,"printer",135
2001-01-21,"cameras",399
2001-01-21,"cameras",1136
2001-01-21,"tv",4706
2001-01-21,"phone",758
2001-01-21,"smartwatch",333
2001-01-21,"laptop",2503
2001-01-21,"tablet",1447
2001-01-21,"printer",145
2001-01-21,"cameras",3515
2001-01-21,"tablet",758
2001-01-21,"laptop",976
2001-01-21,"smartwatch",108
2001-01-21,"smartwatch",289
2001-01-21,"cameras",922
2001-01-21,"phone",431
2001-01-21,"smartwatch",354
2001-01-21,"smartwatch",511
2001-01-21,"desktop",2716
2001-01-21,"smartwatch",630
2001-01-21,"smartwatch",251
2001-01-21,"printer",226
2001-01-21,"desktop",2244
2001-01-21,"tablet",1206
2001-01-21,"cameras",2601
2001-01-21,"phone",446
2001-01-21,"desktop",4104
2001-01-21,"laptop",2514
2001-01-21,"smartwatch",206
2001-01-21,"cameras",3554
2001-01-21,"tablet",1153
2001-01-21,"desktop",1760
2001-01-21,"phone",953
2001-01-21,"desktop",1394
2001-01-21,"laptop",1141
2001-01-21,"cameras",3472
2001-01-21,"desktop",2479
2001-01-21,"tv",3187
2001-01-21,"phone",843
2001-01-21,"smartwatch",537
2001-01-21,"tablet",1424
2001-01-21,"phone",728
2001-01-21,"smartwatch",602
2001-01-21,"tablet",930
2001-01-21,"printer",35
2001-01-21,"phone",897
2001-01-21,"monitor",396
2001-01-21,"laptop",314
2001-01-21,"laptop",924
2001-01-21,"tablet",378
2001-01-21,"laptop",837
2001-01-21,"printer",41
2001-01-21,"tv",1380
2001-01-21,"tablet",918
2001-01-21,"smartwatch",519
2001-01-21,"desktop",4665
2001-01-21,"printer",28
2001-01-21,"smartwatch",615
2001-01-21,"tv",6760
2001-01-21,"phone",658
2001-01-21,"phone",258
2001-01-21,"monitor",915
2001-01-21,"desktop",5524
2001-01-21,"desktop",1729
2001-01-21,"printer",93
2001-01-21,"cameras",3722
2001-01-21,"monitor",1718
2001-01-21,"cameras",1375
2001-01-21,"laptop",398
2001-01-21,"printer",157
2001-01-21,"printer",110
2001-01-21,"tv",7119
2001-01-21,"cameras",774
2001-01-21,"smartwatch",97
2001-01-21,"cameras",818
2001-01-21,"smartwatch",96
2001-01-21,"desktop",778
2001-01-21,"laptop",2032
2001-01-21,"laptop",1391
2001-01-21,"monitor",713
2001-01-21,"laptop",1811
2001-01-21,"tv",5815
2001-01-21,"tablet",1081
2001-01-21,"cameras",2012
2001-01-21,"tablet",190
2001-01-21,"printer",48
2001-01-21,"phone",277
2001-01-21,"phone",770
2001-01-21,"phone",509
2001-01-21,"desktop",4503
2001-01-21,"phone",578
2001-01-21,"laptop",1062
2001-01-21,"cameras",35
2001-01-21,"desktop",1537
2001-01-21,"desktop",2127
2001-01-21,"tv",4721
2001-01-21,"tablet",437
2001-01-21,"tablet",114
2001-01-21,"smartwatch",643
2001-01-21,"printer",119
2001-01-21,"phone",851
2001-01-21,"smartwatch",565
2001-01-21,"smartwatch",150
2001-01-21,"smartwatch",45
2001-01-21,"cameras",1923
2001-01-21,"tv",1426
2001-01-21,"printer",218
2001-01-21,"tv",1143
2001-01-21,"laptop",1749
2001-01-21,"smartwatch",353
2001-01-21,"desktop",2413
2001-01-21,"cameras",2889
2001-01-21,"cameras",1509
2001-01-21,"smartwatch",40
2001-01-21,"monitor",1539
2001-01-21,"monitor",2700
2001-01-21,"cameras",1769
2001-01-21,"monitor",1984
2001-01-21,"printer",111
2001-01-21,"laptop",1597
2001-01-21,"smartwatch",389
2001-01-21,"phone",461
2001-01-21,"desktop",5486
2001-01-21,"cameras",395
2001-01-21,"monitor",513
2001-01-21,"tablet",1427
2001-01-21,"laptop",1251
2001-01-21,"laptop",1362
2001-01-21,"printer",196
2001-01-21,"laptop",2239
2001-01-21,"printer",214
